Linux 3.18.0-dctcp-official-rtomin10 (arldcn19) 	10/08/2015 	_x86_64_	(12 CPU)

10:22:35 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:22:36 AM     all      0.00      0.00      1.01      0.00      0.00     98.99
10:22:37 AM     all      0.00      0.00      0.76      0.00      0.00     99.24
10:22:38 AM     all      0.08      0.00      0.76      0.17      0.00     98.99
10:22:39 AM     all      0.00      0.00      0.84      0.00      0.00     99.16
10:22:40 AM     all      0.00      0.00      0.84      0.00      0.00     99.16
10:22:41 AM     all      0.08      0.00      0.84      0.00      0.00     99.07
10:22:42 AM     all      0.00      0.00      0.76      0.00      0.00     99.24
10:22:43 AM     all      0.00      0.00      0.76      0.00      0.00     99.24
10:22:44 AM     all      0.00      0.00      0.76      0.17      0.00     99.07
10:22:45 AM     all      0.00      0.00      1.27      0.00      0.00     98.73
10:22:46 AM     all      0.00      0.00      0.93      0.00      0.00     99.07
10:22:47 AM     all      0.08      0.00      0.76      0.00      0.00     99.15
10:22:48 AM     all      0.00      0.00      0.85      0.00      0.00     99.15
10:22:49 AM     all      0.08      0.00      1.60      0.00      0.00     98.31
10:22:50 AM     all      0.00      0.00      1.10      0.08      0.00     98.81
10:22:51 AM     all      0.08      0.00      1.27      0.00      0.00     98.65
10:22:52 AM     all      0.00      0.00      1.18      0.00      0.00     98.82
10:22:53 AM     all      0.08      0.00      1.02      0.00      0.00     98.90
10:22:54 AM     all      0.00      0.00      1.43      0.00      0.00     98.57
10:22:55 AM     all      0.00      0.00      0.93      0.17      0.00     98.90
10:22:56 AM     all      0.00      0.00      1.27      0.00      0.00     98.73
10:22:57 AM     all      0.00      0.00      1.10      0.00      0.00     98.90
10:22:58 AM     all      0.08      0.00      1.10      0.00      0.00     98.82
10:22:59 AM     all      0.00      0.00      1.02      0.00      0.00     98.98
10:23:00 AM     all      0.00      0.00      1.02      0.00      0.00     98.98
10:23:01 AM     all      0.08      0.00      1.18      0.17      0.00     98.56
10:23:02 AM     all      0.00      0.00      1.02      0.00      0.00     98.98
Average:        all      0.03      0.00      1.01      0.03      0.00     98.93
