Linux 3.18.0-dctcp-official-rtomin10 (arldcn8) 	10/08/2015 	_x86_64_	(12 CPU)

10:27:05 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:27:06 AM     all      0.00      0.00      1.01      0.00      0.00     98.99
10:27:07 AM     all      0.08      0.00      0.76      0.00      0.00     99.16
10:27:08 AM     all      0.08      0.00      0.59      0.00      0.00     99.33
10:27:09 AM     all      0.00      0.00      0.59      0.00      0.00     99.41
10:27:10 AM     all      0.08      0.00      0.76      0.00      0.00     99.16
10:27:11 AM     all      0.00      0.00      0.67      0.25      0.00     99.07
10:27:12 AM     all      0.00      0.00      0.84      0.00      0.00     99.16
10:27:13 AM     all      0.08      0.00      0.76      0.00      0.00     99.16
10:27:14 AM     all      0.00      0.00      0.67      0.00      0.00     99.33
10:27:15 AM     all      0.00      0.00      0.84      0.00      0.00     99.16
10:27:16 AM     all      0.00      0.00      0.93      0.00      0.00     99.07
10:27:17 AM     all      0.00      0.00      0.59      0.17      0.00     99.24
10:27:18 AM     all      0.00      0.00      0.59      0.00      0.00     99.41
10:27:19 AM     all      0.00      0.00      1.18      0.00      0.00     98.82
10:27:20 AM     all      0.08      0.00      0.59      0.00      0.00     99.32
10:27:21 AM     all      0.00      0.00      1.10      0.00      0.00     98.90
10:27:22 AM     all      0.00      0.00      0.59      0.00      0.00     99.41
10:27:23 AM     all      0.00      0.00      1.35      0.17      0.00     98.48
10:27:24 AM     all      0.00      0.00      0.60      0.00      0.00     99.40
10:27:25 AM     all      0.00      0.00      2.10      0.00      0.00     97.90
10:27:26 AM     all      0.09      0.00      0.51      0.00      0.00     99.40
10:27:27 AM     all      0.00      0.00      1.27      0.00      0.00     98.73
10:27:28 AM     all      0.00      0.00      1.02      0.00      0.00     98.98
10:27:29 AM     all      0.00      0.00      1.02      0.17      0.00     98.81
10:27:30 AM     all      0.17      0.00      1.26      0.00      0.00     98.57
10:27:31 AM     all      0.00      0.00      0.43      0.00      0.00     99.57
10:27:32 AM     all      0.08      0.00      2.02      0.00      0.00     97.90
Average:        all      0.03      0.00      0.91      0.03      0.00     99.03
