Linux 3.18.0-dctcp-official-rtomin10 (arldcn19) 	10/08/2015 	_x86_64_	(12 CPU)

04:43:41 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:43:42 PM     all      0.08      0.00      0.84      0.00      0.00     99.07
04:43:43 PM     all      0.08      0.00      0.68      0.00      0.00     99.24
04:43:44 PM     all      0.00      0.00      0.59      0.00      0.00     99.41
04:43:45 PM     all      0.00      0.00      0.85      0.08      0.00     99.07
04:43:46 PM     all      0.00      0.00      1.02      0.00      0.00     98.98
04:43:47 PM     all      0.00      0.00      0.59      0.00      0.00     99.41
04:43:48 PM     all      0.17      0.00      1.01      0.00      0.00     98.82
04:43:49 PM     all      0.00      0.00      0.93      0.00      0.00     99.07
04:43:50 PM     all      0.00      0.00      1.02      0.09      0.00     98.89
04:43:51 PM     all      0.00      0.00      1.02      0.00      0.00     98.98
04:43:52 PM     all      0.00      0.00      1.02      0.00      0.00     98.98
04:43:53 PM     all      0.00      0.00      1.10      0.00      0.00     98.90
04:43:54 PM     all      0.08      0.00      0.85      0.00      0.00     99.07
04:43:55 PM     all      0.00      0.00      1.19      0.00      0.00     98.81
04:43:56 PM     all      0.09      0.00      1.11      0.94      0.00     97.87
04:43:57 PM     all      0.00      0.00      1.11      0.00      0.00     98.89
04:43:58 PM     all      0.08      0.00      1.10      0.00      0.00     98.81
04:43:59 PM     all      0.00      0.00      1.11      0.00      0.00     98.89
04:44:00 PM     all      0.00      0.00      0.85      0.00      0.00     99.15
04:44:01 PM     all      0.00      0.00      1.10      0.42      0.00     98.47
04:44:02 PM     all      0.00      0.00      1.02      0.00      0.00     98.98
04:44:03 PM     all      0.00      0.00      1.02      0.00      0.00     98.98
04:44:04 PM     all      0.08      0.00      0.93      0.00      0.00     98.98
04:44:05 PM     all      0.00      0.00      0.93      0.00      0.00     99.07
04:44:06 PM     all      0.00      0.00      0.85      0.00      0.00     99.15
04:44:07 PM     all      0.00      0.00      1.02      0.17      0.00     98.82
04:44:08 PM     all      0.00      0.00      0.93      0.00      0.00     99.07
Average:        all      0.03      0.00      0.95      0.06      0.00     98.96
